airline_sentiment,clean_tweet
negative,"She was at gate on time though, they made her cry, and made a scene for mins instead of boarding her. Plane still outside."
negative,"Disappointing lack of kindness toward this person. The agent asked her counterparts ""why this person was talking to her""."
negative,"yes starting w/ flight , getting me home more than hours Late Flightr. record locator BSUXLU"
negative,"Your AA staff are refusing to allow a woman to board. She was here at for : departure. Sign still ""Now Boarding""..."
positive,fantastic thanks! Will try and tweet a photo of the view :)
positive,excellent! Love you guys! If it is first class I will hug ya'll! See you shortly!
positive,"Thanks, have emailed them. How long should I expect for a response?"
neutral,"They said it works - % of the time, DFW security entrance C . Before/after pre-check, whereas I paid for the service."
neutral,from SGF -&gt; DFW. You might want to clear off the ice for the planes landing. d
positive,great job TYR ground crew...now let us get this bird outta here!!! Tell flight to wait on me...be there in mikes!
negative,stated before I am not getting any help there. Tk over hrs yest to spk to a live person then told to chk the site.
neutral,One question.. my wife did not get the bonus. Should I call about it today?
negative,"but not sufficiently sorry to actually *do* anything about it, I guess. Your systems are presumably beyond reproach or reform."
neutral,Good morning! Wondering why my pre-TSA check was not on my boarding pass this morning??
neutral,Yes I do bit you do not follow me so I can not DM you
negative,as your flight attendants are an extension of your brand - bitchy flight attendants on : am flights are not appreciated.
negative,"again, no special meal catered for me in F JFK-LAX. thankfully I am on qantas the rest of way-i fear what youd NOT cater on that"
negative,I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.
negative,characters are not enough to describe how inconsiderate your employees are
neutral,"was hoping for A if possible, for some frozen views along the way!"
positive,...have you seen Blue? Go look it up :)
negative,your cabin 'thank you' message reminds people about having choices when they fly. I will be choosing another airline next time.
negative,"really? that is it? Not even a ""we are looking into this to see what happened/what we could do better next time"""
negative,Delayed: AA - Missed due to delay: AA - New flight now delayed: AA
negative,She told us we had to drive back to drop it off so they could attempt to fix it. Really? do not have time to do that.
neutral,hi when will your next set of flights be out for next year from Dublin???
neutral,"Had my flight changed from US Airways to you, now I can not get two seats together. Can you help?"
negative,The flight is the wrong day. Confirm # USXLON. Departure on / should be / for people
negative,"having trouble Flight Booking Problems a seat on US March, operated by AA. Neither airline's website will allow seat selection?"
negative,thank you for the robotic and non helpful assistance.
negative,I fly weekly with you and haven't seen one
negative,"I would love to say the same but it is not so much. hs flight, no internet, no personal A/C, yr old plane."
negative,"Uwill not allow me make changes online, force me sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?"
neutral,"oh I will, AA on speed dial"
neutral,"Thanks, Was just about to book a flight to UK using but after reading this exchange, there is no way. I have sent"
neutral,Amazing to watch (who travels with celebs all over the world) show the youth of America who *not* to fly with.
neutral,"travel week, delays, Cancelled Flightlations, ""if you want to learn more about the merger press "", delay my connector in Chicago"
negative,Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.
negative,Horrible service Luggage got destroyed on flight and woman at baggage service was so rude. did not help at all.
negative,Thatas a rather clunky process. Whoever designed that clearly doesnat understand e-mail .
positive,thanks! Flight today. Great crew!
neutral,"""Thank you for contacting American. The email address you have written to is an unmonitored accounta"
negative,Your customer relations dept has one-way e-mail. How is not allowing responses helpful?
negative,"If you are sorry, answer my claims (AA Ref- , - and : - ) accordingly, without using ""weather"""
neutral,"the motor that usually starts the engine is broke and ground crew failed to do it on time, per pilot"
positive,is rising like the sun at DCA this morning. members have the best view.
negative,she has the guy u served drinks til he needed awheelchair to get off the plane is a more important then the assaulted women
negative,there is a lot of talks and no doing. MIA-SFO on a + year old plane
neutral,"and get it together, perfect combination for delays and Cancelled Flightlations"
negative,Sorry that is a sad answer a fully refundable first fare and no response in weeks ! No more AA in my future !
neutral,"Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?"
negative,are you a bot? Haha always same lies from you!
negative,especially during a death in the family and still no solution. hours and counting...Thanks
negative,fortunately the window seat was a no-show. Able to scoot over and create space.
negative,so great AA sitting for an hour first technical problems now what?
negative,this has to be the absolute WORST EXPERIENCE EVER!
negative,so I have to call back at since the department is closed. This has to be the biggest bunch of bull!
negative,just need to know why it was not done like it was promised it would yesterday
negative,"too Late Flight now. Boarded, exit rows taken. Could not have gotten worse. Guy next me should have bought seats."
neutral,did that yesterday. On the phone with them now
negative,re-staff and commence new policies because your industry is so embarrassed by you.
positive,"Statement was not sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service"
negative,So who do I need to talk to to ensure the statement is sent to my bank so I can get the credit for the charges?
negative,months of straight travel ahead. Time to find new airline.
neutral,that is what is on my ticket and my confirmation email. Anything else?
negative,I am flying into DCA my bag is at IAD. I am already Late Flight for my meetings at work. I will call the number when I land d-
negative,face palm!!! Cannot believe the last hrs . hrs of sleep and No and no and what you can not do......
negative,just wow Regina just told me I can not file or request a lost bag statement until I finish my travel. So until I get to DC argg
negative,"I shared my experience several times (AA Ref- ), but AA's response is senseless, weather was not the cause!!!"
neutral,record number is BPDFPP.
negative,"You should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes...."
neutral,"Embassy Suites Woodland Park Drive Herndon, Virginia, US + - - -"
negative,is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number
negative,"LAX-OGG-LAX using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. Your customer care"
negative,they were no where to be found at Midnight Last Night! I would think the agent in LAX could have relayed that info.Bag on flt
negative,you Cancelled Flight both flights yesterday and rebook me in middle seat. Not acceptable. Upgrade to emergency row would help.
negative,is it right to provide faulty seats on flights plus damage a $ bag and not replace and shrug the damage off? Flights from...
negative,it is not good enough. You need to provide a phone number. Other partners do. Should be investigated by @TheFAAOnline
neutral,Lol great answer.. a Our agents are checking in passengers as quickly as possible. We appreciate your patience.a
neutral,Super Spring Tides and aTide of The Centurya Drawing tourists to French and U.K coasts:
neutral,"Ps, I was right."
negative,"yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I am still in Chicago from the fiasco in LAX"
negative,what is the point? So I can wait for another weeks. U r one of the only airlines that refuses to handle complaints by phone
negative,"machines are broken, lines are out the door for self service, cust. Support, and bag check in."
negative,"would have been had I seen this before pm EST, when I was sound asleep."
negative,merged airlines do not work for FF programs. Very frustrating and the gate agents are to busy pouting to care.
neutral,"You do not have those abilities anywhere! Not at the ticket counter, at cust service, or online. that is why we are done here."
negative,"when you strand someone in a city without luggage you would think AA would want to earn your business, but guess not?"
negative,needs to get their shit together. counter people &amp; a massive line. People need to catch their flights!
negative,I know your policy. Just asking for a little kindness due to extenuating circumstances.
negative,the pilot her and another flight attendant left walking away laughing. Just wow
negative,oh no she left the counter and went downstairs. Then she told Elise an agent that joined her not to come over to counter.
neutral,Of course you are because that is your companies job! You guys failed at it in the first place. Upgrade me and then we will talk.
negative,"Maybe? Long trip, Late Flight night &amp; queues at baggage claims in two terminals, no good. I thought I paid for it $ instead."
negative,you really need some customer service training for your unhappy EEs in the morning in Chicago. Gate K at chking her schd
negative,". ( / ) ...I sat on the runway for MORE HRS b takeoff ( hrs Late Flight, : AM). Pilot plainly stated it was a comp/mech issue."
neutral,Flight (N ) prepares for flight at before departing for
negative,". Alright prove it: ( / ) days ago, I sat on a plane at JFK for hrs, deplaned for more, and when I re-boarded..."
negative,I am trying to choose my seats but every time I go to the next flight I get system error
positive,"Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which should not matter."
neutral,"We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did."
negative,Policy makers need to change their mindset on aviation. Flying is not for...
neutral,"already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this"
negative,"leave us stranded, send baggage with important medication to different city for days&amp;apologise with a $ voucher. appalling."
negative,"I have been trying to change a Thursday flight and there is a ridiculous wait time on the phone, and your website is not helping"
neutral,I saw an American in old colours at on Saturday! Was surprised to see!
negative,We all did! Skipper's walk-around too :(
neutral,Plane Veers Off Runway at Icy Dallas Airport
negative,Thank you for the acknowledgement. The IFE did not work all that well anyway so maybe time to upgrade to lower profile system.
negative,thanks for the canned reply.
negative,"just went to check into flight hr advance, again husband and I are seated separately for hr flight! why does this happen??"
negative,no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information
negative,or at the very least an explanation on why no one told me my flight was Cancelled Flightled!
negative,"I tried when I landed, but there was no-one there. I have emailed your customer service twice now who do not seem to care."
negative,"no I have since rebooked with another airline, what I would like is compensation for all the time/money lost!"
negative,"nothing, you have done enough."
negative,I was rebooked on a flight that was too Late Flight for my connection!
positive,Such a suprise! New vanity kit set for frequent travellers d thank you AA!
negative,gah this is so frustrating! Nobody has my address here in the USA. Where are my bags!?!? So disorganised!!!!!!!!!!!
positive,lovely flight back from MIA to LHR - great crew - thanks :-))
negative,"I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or please help!"
negative,"offered me a cot to sleep on?After they Cancelled Flightled my flight. A fucking cot. What about a hotel, like you are supposed to provide"
negative,over the last year % of my flights have been delayed or Cancelled Flightled. I am done with you.
negative,another generic response guys? Cmon. you are terrible. How about an actual helpful person? Not all the rude employees at LAX
negative,"I tried, EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no"
negative,"yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should"
negative,try contacting everyone on that flight with a refund offer and we might believe you are sincere
negative,I have filed multiple complaints. I prefer to continue warning the public instead of wasting more time with this inhumane corp.
negative,worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation
negative,terror story my luggage was delayed both ways on an international flight for over days total
negative,WORST SERVICE EVER!! Delayed flights for more than hours plus you missed my bag! And your employees are rude d!d!
negative,thanks for the generic computer generated response. How about you accommodate your travelers instead of just saying sorry
negative,they are giving cots to the people that did not get hotel rooms...that is terrible..
negative,"I did twice.got a letter back saying that your company ""does not issue refunds for phone bills"" help!phone will be shut off"
neutral,"oh, yeah. I guess those are two different things. am does weird things to my brain. Thanks again! xox"
neutral,yes. No one is answering and I am on a train
negative,"TY! But, their site says "" Please note that we do not offer a print subscription service for American Way. ..."""
negative,its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them
neutral,just hoping/praying for a safe flight. they have had to stop and de-ice our plane yet againd
negative,"after losing my bags for days&amp;charging me $ to""arrange pick up""in argentina,claiming tollfree: will not reimburse me. Help!"
negative,"pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine."
negative,"i have been rebooked for the am flight. My questions is, why do some people get hotel and the others do not like myself?"
negative,I responded. Your info different than your customer service line
negative,"will not help us on the phone, at the gate or in checkin. I book travel for clients and cannot believe the lack of service"
negative,"no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around"
negative,I had a am flight I can get no rest because I have to wait another hours to receive an automated phone call.
negative,does not know the meaning of customer service. Nightmare. Paid for direct flight. Bumped to Dallas. Flight Cancelled Flighted. Terrible
negative,that is absolutely horrible customer service. The person supposed to call me can not immediately call back when disconnected???
neutral,will do. I also passed the website around to other passengers.
negative,my flight was Cancelled Flightled I called they said they would call back in : . They did And hung up now saying I have to wait hrs!!
negative,*does = does not
negative,Okay... If someone does it look for it now my fear is it will be lost forever. it is a very small item.
negative,what kind if airlines do you guys run? The people that got in line first received hotel vouchers? Terrible customer service!
negative,"""The wheel was broken when we got it. We swear."""
negative,Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???
negative,I will give a reward for whoever finds and returns to me on Thurs when I fly back thru I ai these earrings!!
negative,"checked in at Des Moines, lay over in ORD, final destination Austin, Texas. Baggage was only checked to ORD."
neutral,and btwn gate a &amp; a I lost a diamond earring ! Pls have maintenance look for it!!
neutral,"we then had to deplane, and change planes."
negative,"you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks"
negative,"after running from one flight, because we had mins, to our next flight, we then sat on our plane for an hour."
positive,but your flight crews &amp; ground crews have handled situation well. Texting notification let me catch a few winks during delay.
positive,Thx! I hope so. IAH to DFW to OKC has turned out to be a LONG trip today and I have to work tomorrow.
negative,I understand that but I am hoping I can rectify this in advance. I would call but I am in AUH. I just need my one checked bag.
negative,"yeah, buy me a plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow"
negative,"nothing to do with Mother Nature, more like poor commutation."
negative,is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.
negative,hey! I have a name issue on my reservation can you help?
positive,thank you! My lost item was located at ORD and is being returned to me.
negative,Why does not provide a means for dialogue? What is the fear that drives this decision?
negative,", four hours Late Flightrs and we are finally flying out...too bad I missed my event"
negative,please allow me to speak with someone. A dialogue would solve this issue better and faster than emailing.
negative,it is not only my bag...it is the complete lack of respect when I called. I was hung up on. And it is my daughters bag
negative,"If SNA curfew causes diversion, do you provide transportation from LAX? On AA now, pilot not sure if we have time."
negative,Why does not allow for conversations between upset customers and their customer service?
negative,it is not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. dd!ai
negative,"no, you should do something about everything happened yesterday..."
neutral,and I forgot about that lounge!d
negative,"Thanks! Bleh, disconnected! let us try this again!!"
positive,"I love the Admiral Clubs! Thanks, hey can you follow me?"
neutral,- Reference number to this request: -
positive,"just curious. Thanks for the response as always, good or bad. Better than your competition."
negative,your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.
negative,were stuck on a plane in Dallas that is supposed to be going to Okc. there is an issue w/ the plane. Any idea on how much longer?
negative,- thanks. She submitted a damaged bag complaint online...is there anything else we can do?
negative,they responded. I can not respond to their response. Nor can I speak with someone.
positive,thanks you always be my airline of choice when possible
negative,gate agents disappeared and customer service agents were miserable and unhelpful.
negative,Who do I report missing baggage to when baggage claim leaves before midnight?
negative,. how about connecting me with a customer service rep? I would rather speak to a person than a computer. Thanks!
negative,TSA. When I tried to check in the things I have bought your people told me it was Late Flight to do it. So... I want my things back
negative,"arrived +- pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was : pm."
positive,"attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)"
negative,"could not get anyone on the phone all day, the flight you rebooked had me missing a conference.We will not be on flt tomorrow."
negative,it is sad how I can not afford any long distance trips though. :/
positive,btw you guys should consider making a lounge at Austin Intl. airport! Very popuLate Flightd area! Will help the company for sured
negative,"As an EP who travels K+ miles a yr with , I would expect more from them than this horrible travel experience"
neutral,Are you expecting any delays out of tomorrow morning?
negative,that was the worst customer service experience ever. Too bad for you I am a lawyer. Enjoy my wrath.
negative,it is beyond complicated now and it feels like when I used to fly with United. Platinum means nothing.
negative,I look forward to hearing back and hope that my next trip will not be like this
neutral,Oh trust me. I am in love. It is so beautiful!
neutral,followed! Sure hope you can help!
positive,"I really would love to experience first class on that plane,looks stunning!"
positive,"I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!"
negative,- you broke my sick wife's luggage handle going from JFK to LAX...she had to drag her bag thru the airport!
positive,You will!! Every chance I get! Thanks for keeping me Exec Platinum.
negative,no not yet. Waiting now to be connected to an agent
negative,when should i expect a response from customer relations
neutral,no not yet. Waiting to be connected to an agent
negative,"glad that you WANTED to help me, but you did not. Have an agent call me before I rant about shitty service every day"
negative,There are only hours to Cancelled Flight or change itineraries booked online and that hours is just about over. Impossible scenario
negative,there are no more flights via united when I arrive to DFW and my car is parked at IAH d
negative,"your online site does not have flights listed in chronological order, resulting in a mis-purchase. Anything that can be done?"
positive,I FOUND MY FOOTAGE!! :D I am so so happy.
neutral,well we cleared customs in AUH. I need to get to IAH after I arrive in DFW. Is it possible to retrieve my luggage in IAD?
neutral,"I will and I will share with many, many others. @chicagotribune"
neutral,tell me you can get me to ABI earlier than pm tomorrow
negative,. Everyone else was outstanding.
negative,the last was dfw to ord. Not weather reLate Flightd... Austin leg delayed as well
negative,"My bag flew with AA while I flew with Delta, and I am still not sure whose final carrier is referred to."
neutral,follow me back so I can DM you guys
negative,you have Cancelled Flightled my flights because of my last name. Do the right thing and reinstate my tickets
negative,flight veers off icy runway at Most DFW flights Cancelled Flighted Mon figures right?
negative,"you know I love this airline, but why are my friends having such a problem retaining info they need"
negative,"$ Late Flightr, complete itinerary changes, and lost work and time, but yeah ""I"" got it rebooked"
positive,Not surprised that you were the Fastest Responding US Brand on Twitter for Q + Q . Also th fastest in the world in Q
negative,you have got to be kidding. Look at the pictures. I am hoping it is on the flight that just came in. The whole story is much
negative,"you are clueless. A kind rez agnt contacted USAir me around midnite, told them what to do. If not that I would have missed funeral."
negative,"Nice try I heard your crew whisper ""she is still at the hotel, she probably does not think she has to work until tomorrow"""
neutral,do you have hand sanitizer in the bathrooms on your flights?
negative,I am at the airport right now and your people did not know how to react and help me with this situation. Very frustrated.
negative,"So break whatever you want, take no responsibility..Too bad for customer? @CNN"
negative,"flight veers off icy runway at Most DFW flights Cancelled Flighted Monday, Flightaware says."
negative,my mom tried also. That was not the reason they would not change it. Y'all literally said that you would rather have an empty seat.
positive,No apology necessary. It was wind and I was on Delta. XOXO
neutral,on our way now
neutral,I am traveling from AUH to IAD via etihad and then from IAD to DFW via AA. Will I be able to retrieve my checked bag in IAD?
negative,Is this a serious thread. Maybe you guys should re-read it.
negative,now on th plane of the day. First all taken out of svc. Scheduled dep p.m. Still on ground ORD : pm
positive,Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our better than anyone.
negative,you are beyond redemption. Jfk. Baggage claim looks like a luggage warehouse
neutral,what about flight ?
positive,thanks to AA / DART for getting me home in time for work this morning DEN-DFW... did not have to waste a vaca day @dartmedia
negative,"even followed me, but I still can not get them to answer their phones. Worst. Customer ""service"". Ever."
negative,yeah and what are they gunna? Nothing your whole organization is a joke
negative,My sister just received a call that her trip Wednesday (flts / ) was Cancelled Flightled and resched to next day. Why?
negative,"Great, then tell me how you will fix it?"
negative,hr and min delayed...still waiting...you need to do something to improve...
negative,It says on you web site that u fly directly from ORD to DUB. when I try to book it says you do not. Have you stopped ?
positive,Glad to hear that there were no serious injuries in the minor crash this evening.
negative,I booked it on US Airways site. do not see a Cancelled Flight link :(
negative,we had to sit in the airport a long periolodicly time. the planes were nasty
neutral,With snow/ice forecast DFW Tu pm-We am what is change policy on reservations we hold Wed morning? Any leeway??
positive,no space in my seat but thanks to your pilots I am back mn early to Ohare!! did not think that was possible!!
negative,Late Flight again geez flt Flight
neutral,do you guys have wifi on international flights?
negative,"to add insult to injury, I have to go pick it up myself. Real class act! I will stick the Delta from now on."
negative,absolutely disappointed in your lack of service. Lost my bag and can not even deliver it after I was told it would happen.
neutral,What are Preferred Seats?
negative,what can AA do for a load of people about to board their th plane of a very long day when the first were unserviceable
neutral,the Late Flightst usair . Earlier
neutral,any delays on tonight's flight from DFW to SAT? I have family members on board.
negative,what is going on with the flight ? It has been delay a lot .
neutral,Can I use an SWU on an Finnair codeshare of an American operated flight (JFK-MAN)? Thanks in advance for the help!
negative,We tried with multiple people. I already sat on the phone for an hour and a half and got nowhere.
negative,which one.?i have been booked on different ones in the past days
negative,"Nope. could not make changes online and after mins on hold and time dealing w/ the rude rep, the hour window has closed."
negative,"does not care about customers, break your gear and tell u they can not do anything."
neutral,yes....twice...for two different flights and occasions
neutral,Why is your cover photo of TWA? Just wondering.
negative,unable to access the website. Will try again.
neutral,. Hopefully it is all fixed. they have got a new aircraft for us- just waiting to board.
negative,Best planes in the business. NOT? AA today.
neutral,I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?
negative,I loved todays fight. But there was a bad draft on the airplane please add more air to air thanksm
positive,Keep it up :) @AmericanAir
negative,Apology not good enough. planes with mechanical and hours delayed unacceptable.
negative,thx for the apology. A commitment to fix your broken system would be better. Actually fixing it would be better still.
negative,seats that were assigned are inappropriate for child this age. AA knew age of child.
negative,this is the biggest joke I have ever seen and will be telling everyone never to use you guys cause you are a joke
negative,Pay for my accommodations when you are the ones Cancelled Flightling it for no reason and I know your saying (lying) it cause of weather
negative,airport and extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will
negative,This is getting a bit ridiculous when and you have made me miss full days off work and had to pay for cabs back and forth
negative,your assistance has not been very helpful frustrating disappointing experience &amp; w/small children very inconvenient
negative,Cancelled Flight my flight saying it is cause of weather condition when it was the only flight that was Cancelled Flight
negative,Again you guys are a huge joke and Cancelled Flight your flight for no reason. This is the rd time in one trip for me that you have
negative,WHAT IS GOING ON? This is pathetic. Online does not work and phone wants $ to give a seat assignment.
positive,I have just received the ticket. Thank you for your help
neutral,jet slides off icy taxiway at STORY:
negative,This is getting out of hand. I called Reservations to reserve the seats that it will not let me select online and there is a fee...
negative,"on flight that has been delayed for hours over human errors like a food truck hitting the plane, now the lines are frozen."
negative,so disappointed with this airline never again will I book with you guys
negative,"You found my lost luggage, will not bring it to me until tomorrow. Next day if the weather is not nicer. Terrible service"
negative,Would it be ok to send you a DM asking a few questions because I am deaf and been on hold so long?
negative,"""sorry you were disappointed"" have kids and jobs"
negative,it is not allowing me to book available seats
negative,"seriously, all flights from Detroit to Dallas are Cancelled Flightled days in a row. I want to get home &amp; see my wife &amp; kids."
negative,of delays and trapped on planes with no water or air. Never ever ever again.
negative,LITERALLY just told me they would rather have an empty seat than my mom get to come earlier &amp; take me to Dr. appointment. WOW
negative,we have posted your response on facebook for everyone to see people are appalled by your lack of concern
negative,I had an advantage # and you deactivated it. I do not think you should deactivate a customers acct without their knowledge
negative,thanks for making this the worst flying experience ever. different planes of mechanical issues and hours and counting
negative,"If it is in my backpack, why do I need to see agent?"
negative,I really wanted to sign up for your airline credit card but your absurd $ change fee to switch my flight made me think twice
negative,she sent you an email customer service the night it happened ur response was basically bad sorry how should she contact u.
negative,Hi AA ! I placed an itin on hold to expire on / .Just logged into my acct..its gone! Seat has not been released to inv. Help?
positive,"TPA - ORD!!! AA Another successful journey, thanks for the hospitality!"
positive,Thank you for the response. Much appreciated!
negative,. about flights all using same gate w/buses to the planes. Awful boarding process. Hour and a half Late Flight
negative,is there another line I can call when I am on hold for hours? Also how can I get compensated for this loss of time and money?
negative,"After days, I finally got the automated service to call me back but it hung on me! This is beyond ridicules. help!"
negative,Asked for a waiver of a change fee for flight booked w/in past hrs. Rep was rude. Just told me no. did not even try to help!
neutral,any idea why flight from HSV to DFW tomorrow Cancelled Flightled about minutes ago?
positive,"thanks. I actually made it, my connection flight was delayed. Guess all delays are not a bad thing."
negative,the issue was not a long wait. It was an infinite do loop. Your system did not let me (or any customer) wait or leave a message.
neutral,Did the policy change? I have seen people with hamsters and rabbits before.
negative,thanks to your attendant on flight for advising connect flight held. Ran with kids and flight departed. Poor service at Miami
negative,an hour now waiting on the phone for US Air help. hours waiting at the airport yesterday. Love the service guys.
negative,I am here standing at baggage claim waiting for bags FOR OVER AN HOUR at DFW. The gate is feet from here!
negative,right so I missed my connection / had a three hour Kay over / then you lost my bag.
negative,"obviously we did see an agent-booked us for tomorrow morning. No hotel, no transportation."
negative,I was suppose to be in FL hours ago. And I am not. I have been waiting for hours this is just ridiculous
neutral,my to CLT left the gate. What is next for CLT. Need help
negative,you have a company policy that refuses employees to speak to other employees over the phone? Interesting
negative,still on hold. After you hung up on me the first time (another minutes!)
negative,if it I have not rebooked did not get notified that it was Cancelled Flightled
neutral,is that the flight for tomorrow?
positive,"a Thanks for the shout-out, Candace! Enjoy the ride.a Always! I adore American Airlines!"
negative,"Without notifying though? a We do not like Cancelled Flightling flights, Kim, but weather has not played nice with us."""
positive,"Still thinking, those PJs may have me sold we would to have you on board with us! here I come"
neutral,Do you have any flights with lie flat seating from STL to PDX around the date of March ?
negative,how do you refuse a customer who is willing to pay to upgrade when half of your first class is empty
negative,customer service (if you can call it that) refunded my money
negative,im still on hold...
negative,you ever wonder why you find yourselves responding to so many customer complaints on twitter? it is because your airline sucks.
negative,Are you people cruel or just stupid? Why are you posting my personal email on the damn Internet? Have u lost your mind?!
neutral,Do we get a class discount on your wifi? I will be flying your airlines at approx. Am?
negative,. Sitting on my fourth plane today with a mechanical problem. No excuses for this. Tough to be loyal.
negative,"flight delayed from POS-MIA, missed MIA- ATL need seat on last flight to ATL."
negative,"SO BAD service in Miami, AirPort.."
negative,needs an entire customer service overhaul would never treat its customers with anything less that A service
negative,are you guys intentionally trying to lose customers and money?
negative,"why do you continually play the ""according to federal regulations"" every seconds. I could see if you had quicker service..."
neutral,can I send you my trusted traveler ID to add to my reservation for tsa pre?
negative,"thanks, but I had to hire a car in Chicago and drive to MKE. Does that mean I have to go to the airport?????"
positive,the folks at the Executive Platinum desk are great pros. They understand my displeasure with change fees and switch to SW.
positive,He thanks you. Anything you can do to help. Would any further information help in the process?
negative,thanks for a Cancelled Flightled flight then a delayed flight and NOT telling us More missed work More $ on hotel
negative,Flight delayed hour because of pilots? I spend + hours on the phone just to get an EP agent on the phone now this?
negative,. Advised GAs and pilot of my flight. Too bad no one took action.
negative,need to be reported to the for their complete disregard for paying customers!
neutral,anything in particular I should ask for. Will they want me to document my mileage plus status!
negative,how about you give us a number to call instead of the empty email since you are not working on it
negative,"I have been checking consistently, and called multiple times. As a loyal AA customer, I am disappointed."
positive,congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! ddd
neutral,"daughter record loc. is KYBILC. She is traveling with y.o. and needs to be in adjacent seats, not across isle."
negative,Gabriela in Miami is a very rude employee.Working the MIA-LGA check In. She made experience unpleasant.
negative,ok makes no sense tho Since you will give me a free upgrade to first.
negative,"I did not want to Cancelled Flight, I wanted to take someone off and keep my price. Held at , at am today , now"
negative,it is not about the delay. it is about the communication.
negative,"would you like any additional details of my issue? Airport, flight, agent name? Or are you happy w/ this automated lip service?"
negative,was supposed to depart at : pm central. About ready to close the door at : pm central.
positive,"despite the inconvenience, the situation was handled quickly and we appreciate it very much!"
negative,- cluster continues-still on connecting instead of direct..bag charged and seats not together.
negative,- I am pregnant with twins and you are going to abandon me overnight in an airport? No hotel? When it is your fault?
negative,has no idea what they are doing. Delay flight from pm to : pm then delay another TO THE SAME DESTINATION THE SAME TIME.
positive,"just received it, actually. Thank you!!!!!!!!!"
neutral,are flights from Pensacola fl delayed flight
neutral,the status on my itinerary says on request in red. what is that mean?
negative,have such a bad rep for loosing costumers luggage. I stopped flying them a while back.
neutral,this happened to me too!!!
negative,why did you drop my call. Why do not you have more people answering phones? Why is it always high call volume when I call
positive,thanks d(C). idk if it still Late Flight but I hope I get it tonight d-
negative,I can not work with them if the call gets cut off while I am still holding..... Is DFW looking any better tomorrow?
negative,u did not give an answer why the flight delayed so long. and how do u compensate missing my other flights Lima to Cuzco??
neutral,can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in
negative,yep as I saidi feel sorry for you that you have to run their account how embarrassing for you
negative,TSA said there is nothing they could do. But the question is why are your employee's swapping your customers belongings?
negative,"now I have to wait ""more than minutes"""
negative,I need assistance reFlight Booking Problems a flight from dfw to lit
negative,"Just took off. Sitting with someone who is scheduled on Buenos ares out of JFK,not sre if he will make it. R thy holding plane?"
neutral,"the dinner and called me ""hon"". Not the service I would expect from st class."
neutral,"upgraded to st class. Inquired about red wine. ""Sauvignon blanc &amp; I can not pronounce the other one."" could not describe..."
negative,". No. I watched these bags be abandoned at depart gate. Watched for &gt; mins until owner returned, + mins after I reported"
positive,everything for sorted out. Thanks for the help. Excited to get home tonight!
negative,my Mistake multibillion dollar company
negative,why would it take that long? My credit card company says the card has not been charged yet. Should it take days for this?
negative,for our delays !!! I am out of more money because of you
negative,I have got a flight for The next day !! What about a credit ! You guys are a multimillion dollar company give us back a Credit
negative,dont send me a tweet to cover your social media complaints. How about sending me a message with a way to resolve?!?!
negative,what a joke you can mail The receipt !! Yet. We can not mail Them A payment and fly before hand right
negative,No. It does. You could not be more wrong.
positive,keep up the good work. Got me to my destination safe and on time today
