sentiment,text,clean_tweet
3,@prettynumbers @TeamCavuto @Apple For so many reasons. https://t.co/aeHBi4IvoG,For so many reasons.
1,@TeamCavuto @Apple all they are doing now is alienating people. Blocking Federal Interstates need to be stopped too. Endangering lives.,all they are doing now is alienating people. Blocking Federal Interstates need to be stopped too. Endangering lives.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"@prettynumbers @TeamCavuto @Apple Also, Steve Jobs? Overrated. https://t.co/0Zu1Cga8kP","Also, Steve Jobs? Overrated."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,@eternalmuke wtf Siri step your game up @apple,wtf Siri step your game up @apple
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
5,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"@TeamCavuto @Apple Macy's and Apple, they just want to be on the news","Macy's and Apple, they just want to be on the news"
1,@TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.,At this point it is not anger. it is simply a manifestation of stupid.
3,@TeamCavuto @Apple Most of these stooges have no idea why they're even out there. This is Occupy v.2.,Most of these stooges have no idea why they are even out there. This is Occupy v. .
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,@SealsKevin @TeamCavuto @Apple Hopefully endangering their own lives!,Hopefully endangering their own lives!
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"#AAPL:Apple trial continues, without a plaintiff for now...http://t.co/DjDkC4HkPZ",":Apple trial continues, without a plaintiff for now..."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,I just got this charger like 2 weeks ago what the frick @apple,I just got this charger like weeks ago what the frick @apple
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,@TeamCavuto @Apple They're staging a die in ar an Apple store while being on their iPhone.,they are staging a die in ar an Apple store while being on their iPhone.
3,Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the @apple iPhone gaming spot?,Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the iPhone gaming spot?
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.,RT At this point it is not anger. it is simply a manifestation of stupid.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,.@TeamCavuto @Apple I don't believe it matters if you think this anger is misplaced. #DieIn,. I do not believe it matters if you think this anger is misplaced.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,@TeamCavuto @Apple It's like a temper tantrum. Like little kids who aren't getting their way. 30-year-old children having tantrums.,it is like a temper tantrum. Like little kids who are not getting their way. -year-old children having tantrums.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"@TeamCavuto @Apple A protest should not show any form of violence, because violence is very destructive: https://t.co/DvTwIh8MdV","A protest should not show any form of violence, because violence is very destructive:"
3,"@TeamCavuto @Apple Blacks (13% of pop.) murder 1000 more people per yr. than whites (63% of pop.)! 
THIS is what police deal with!",Blacks ( % of pop.) murder more people per yr. than whites ( % of pop.)! THIS is what police deal with!
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,@TeamCavuto @FairOaksTrader @Apple These actions are not helping their cause. #DemocratsWaronTruth,These actions are not helping their cause.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,.@Apple seems to have killed Genius Bar reservations online or via Macs in Apple Stores even.,. seems to have killed Genius Bar reservations online or via Macs in Apple Stores even.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,Judge rules banks can sue @Target over credit card breach; @Apple #Pay value proposition intensifies http://t.co/cGfpVxBtb8,Judge rules banks can sue over credit card breach; value proposition intensifies
3,"@TeamCavuto @FairOaksTrader @Apple  Still Misplaced, but they are the companies with the most power to do something.","Still Misplaced, but they are the companies with the most power to do something."
3,@TeamCavuto @FairOaksTrader @Apple it's all a game it's the continuation of the occupy clown thing. Trying to relieve the 60s. Drugs sex etc,it is all a game it is the continuation of the occupy clown thing. Trying to relieve the s. Drugs sex etc
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,@Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops,x bonus airmiles right now!
5,RT @Sjado: @Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops,RT x bonus airmiles right now!
3,RT @Sjado: @Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops,RT x bonus airmiles right now!
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,MY T-MOBILE / IPHONE NIGHTMARE http://t.co/Gs9wNwmawu #iPhone6 @BlackBerry @apple @TMobile http://t.co/YtoMvsJfVx,MY T-MOBILE / IPHONE NIGHTMARE
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,@JustinRaimondo @TeamCavuto @Apple This is #morphing into actions against police as Praetorian Guards working for the unaware rich.,This is into actions against police as Praetorian Guards working for the unaware rich.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
5,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"An LG G3, Apple iPhone 6 Plus Comparison - Apple Plays Catch-Up @LGUS, @Apple, #ComparePhones, #AppleVsLG -... http://t.co/UmM3hC6i3C","An LG G , Apple iPhone Plus Comparison - Apple Plays Catch-Up , -..."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,@Apple fuck u n this weak ass iPhone,fuck u n this weak ass iPhone
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
5,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/nxK3gcg7v0,cocky ass apple. i was talking bout da fruit. fuck you.
3,"@TeamCavuto @SharNeal @Apple 'Hey Bro, can I check out that ipod while I'm down here?'","'Hey Bro, can I check out that ipod while I am down here?'"
5,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,Lmfao RT @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/HjISNmx6aZ,Lmfao RT cocky ass apple. i was talking bout da fruit. fuck you.
5,Leading Android fansite recommends Apple Inc iPad Air 2 as best tablet in ... http://t.co/RkGpcFlV7q #AAPL,Leading Android fansite recommends Apple Inc iPad Air as best tablet in ...
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"@TeamCavuto @USAlivestrong @Apple Misplaced Neil. They should protest At city hal and the mayors office, and Police Station. Not Apple.","Misplaced Neil. They should protest At city hal and the mayors office, and Police Station. Not Apple."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
5,RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC,RT It makes you smarter. Elevate is app of the year! Congratulations and team.
5,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,Oh @espn your live streaming on @apple tv blows.,Oh your live streaming on tv blows.
3,@TeamCavuto @charliekirk11 @Apple what did Macy's have to do with it or the other stores they blocked?,what did Macy's have to do with it or the other stores they blocked?
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,If you can't make or receive calls on your iPhone: You might not be able to make or receive calls on yo... http://t.co/9bqhLAkDRZ @apple,If you can not make or receive calls on your iPhone: You might not be able to make or receive calls on yo... @apple
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,Why does my battery die so quick @apple,Why does my battery die so quick @apple
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,@teamcavuto @apple It's all phony anger. These protestors don't really care about blacks dieing or how. If they did they'd be after Chicago.,it is all phony anger. These protestors do not really care about blacks dieing or how. If they did they would be after Chicago.
3,@TeamCavuto @stuntbrain @Apple No rule against protesting and picking up a spare lightening cable,No rule against protesting and picking up a spare lightening cable
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,@Apple airplay sucks on Yosemite,airplay sucks on Yosemite
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,@ok_fatty @apple thanks 4 almost burning my house down,thanks almost burning my house down
3,"@apple everybody else can track when stuff will show up, why can't you?  #USPS has great small package tracking.","everybody else can track when stuff will show up, why can not you? has great small package tracking."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
5,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
