airline_sentiment,clean_tweet,vader
negative,I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!,-0.3164
neutral,New marketing song? let us know what you think?,0
negative,thanks! I hope we get movies. Tv's were broke on the flight over,0.5093
negative,thanks for being entirely unhelpful and wasting hours of my time today,-0.0164
negative,Well we will not be flying you. Rebooked on Jetblue. With credits (that actually work) it was free!,0.8016
negative,check on what? Our broken tablet! See attached picture.,-0.5255
neutral,originating at SFO and going to LAX.,0
negative,been calling all morning. Still can not get through. I need to chge a flight that is this week!!!!!,0
neutral,You guys are the talk of the Americans down here in Ecuador! Read this!,0
negative,should prob give me a refund since they made me miss my flight waiting to talk to someone for hours...,-0.15310000000000001
neutral,I have tried...its anyway,0
negative,"oh I did. All I received back was an email saying "" delays happen"".. Uh huh..",0
negative,How do I place it on hold and complete payment? I do not see any way to do that from my reservations page.,0
negative,Bad weather happens. But not being able to get through to a reservations rep for over hours is just crazy.,-0.6542
neutral,Flight Get Me Out Of Chicago.,0
negative,why are customer svc reps unable to handle calls. Is there a hrs Cancelled Flightlation policy? Booked yesterday need to Cancelled Flight,-0.4588
negative,Bad weather is understandable but your own pilot said that over people called out and that ZERO bags are on the plane.,-0.3071
negative,"yep,filed a claim at Heathrow yesterday. We were promised a call this morning with an update, but got nothing.",0.1901
negative,why is does it seem to be impossible to contact anyone at your airline to get an item left on board a plane min after deplane,0
negative,you flew me into Chi instead and I got a ride to MKE. U said my bags would go to MKE today. Is it on the Cancelled Flightled flight tho?,-0.25
negative,stuck at gate Miami to JFK flight . Are we going to get out of here tonight? Very frustrating,-0.6361
negative,I understand they are busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk,0.2732
negative,HELP U said ud chnge our retrn flght since we missed our connection Sat &amp; now ur not pickng up the phone.Only hve hrs left!,0.3664
negative,has been almost a month and still no response to my online complaint/questions. Out $ because of it.,-0.296
negative,bad weather happens but lack of preparation is inexcusable. Depending on good weather is not a good business model.,-0.536
negative,how is US going to be on time when they are still deplaning at : ? This is BS.,0
neutral,"so, what should he do next exactly?!",0
positive,Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!,0.807
negative,instead they yelled at him and told him to call a number that will not pick up due to call volume,0.0772
negative,he is at the Boston airport. There is a problem. The agents will not honor the voucher because one number is rubbed out.,-0.6159
neutral,See photo of B scale model &amp; our PN A wheel deflator specified in Chapter of B AMM.,0
negative,I guess it is more BS AirportCardio given you cannot have an on time flight,0
neutral,See photo of model &amp; our PN A wheel deflator specified in Chapter of B AMM.,0
negative,you should really explain customer service to your gate agent for at C . could not be bothered.,0.2411
negative,"my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund,DM me plz?",-0.1779
negative,"I have been trying to get through to reservations since yesterday to make a change to a reservation hold, when will it be up?",0
negative,thanks - I miss my dog and this delay is costing me a lot of money.,-0.0836
positive,"yes, it says it should be deliver within hours after pick up line.",0.4019
negative,I still can not get through to change my flight. This is really important plz help!,0.712
neutral,. Just landed in LIT.,0
negative,I ended up emailing my to customer.relations hope that works.,0.4404
negative,"for tomorrow some sites show flight from ewr Cancelled Flightled, is it?",-0.25
neutral,are pets allowed in first class?,0
negative,"can lie to you about where your lost bag is, but we are suppose to trust them with our lives thousands of feet in the air...",0.5859
negative,can not help now as all seats have been taken. There has to be a way to handle high volume of call days.,-0.3089
negative,the worst first class boarding service I ever had.,-0.6249
negative,most disgusting chicken entree I have ever seen. Your standards have seriously nosedived.,-0.659
negative,im tryin to book a flight but cant get ahold of anyone!,0
neutral,Am I upgraded on my next flight?,0
negative,finally at final destination but not w/o extra significant travel expenses &amp; missed work. How can you resolve this experience?,-0.0742
neutral,"when changing dest city on an award for a reservation party of , is fee $ for each pax or for first and for rest?",0.7351
positive,Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!,0.7707
negative,Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!,-0.8016
negative,already shared with them. Nothing done!,0.4003
negative,is better than AA.,0.4404
negative,"I really can not there though to an agent, and I am worried about my reservation. Can you help me out!",0.2003
negative,"while listening to a delay message on my phone, another delay message was coming in. Get your shit together!",-0.8172
negative,Hi. Get error msg when trying to check in on line. States: wrong pass#. Tickets rcvd from AA due to training in DFW. U know Y?,-0.7003
negative,there is an employee at gate of JFK telling people their bag does not fit and needs to be checked when it clearly fits,0.1506
positive,thanks... I finally got through this afternoon. :),0.7096
negative,"after waiting for a delayed plane, we sat on the plane for an hour waiting for a Late Flight passenger. that is BS too..",-0.2263
negative,WHERE IS MY BAG?!?!?!,0
negative,Not true!! Stop making excuses! You either overbook or have crappy planes!,-0.7361
neutral,on approach to mex....,0
negative,"no. Booked seat in Dallas, live in Dallas. Real nice that your gate agent had exit row available told me they were not available",0.4215
negative,"I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about.",-0.5423
positive,thanks for working in very rigorous weather conditions for all,0.1298
negative,"that is why I am asking for exception. Staffer moving last minute,we are a nonprofit &amp; losing $ ,we just want to change ticket.",-0.3182
positive,"thanks, I will look forward to the response.",0.4404
negative,your advantage agents are horrible! I have been waiting for hours for a call back only to be hung up on by a rude agent!,-0.7256
negative,yes there is issues on the site as well unfortunately.,0.34
neutral,about when can I see a new American Airlines credit card to replace my USAIRWAYS dividend MasterCard?,0.3818
negative,my wife is stuck in any chance she can get any flight out? She needs to be at work tomorrow morning.,0
negative,"Will it be this year, do you think?",0
positive,"thank you, truly appreciate the help, just sent a DM",0.8689
negative,"the best is your message saying to use website and your website is saying you need to call. If you do not answer,",0.6369
negative,Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I am stuck,0.296
negative,"AA now that the airplane has been sitting here for over hrs,there are mechanical problems.BTW,the AA desk is unorganized",0
negative,"Miami-PhL flight Cancelled Flightled just as I got to the gate. No one from AA around, no one on the phone. Awful awful awful.",-0.9246
negative,Can care less if youre without your bags for a day or a week! Ive been stories in the last hours...I WANT MY BAG!,0.7019
negative,"hah, best flight attendant response, if you not happy getting screwed over, you have other carriers. hahahah pathetic",0.0335
negative,"AA flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW",-0.25
neutral,boarding in mins YAY!!!!,0.7431
negative,"your a LIAR, no precipitation all day, degrees, do not pacify, you look like a fool.......thats the problem, admit you suck",-0.8192
positive,Thank you so much.,0.3612
negative,calls in the span of two days........none of which available to speak to someone. You are un F-in believable. worst ever,-0.6249
negative,I am sure he understands the rules but you guys just have zero customer service. Staff your damn counters!,-0.4926
negative,what is with your baggage handlers calling out at DFW today? No luggage onboard the planes.,-0.296
negative,". after minutes on hold, and another minutes on the call yes. Going to be pushing it to get to the airport on time now",0.4019
neutral,"Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!",0.7959
negative,your seat assignment process when Flight Booking Problems is misleading. I am not paying extra to select a seat.,-0.6597
negative,"why can not you hire a staff that is helpful, informed and nice to it is customers?",0.6808
negative,from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day,-0.7778
negative,"Agents in DFW were very kind did their best to help, but this does not make up for PHX error and attitude!",0.3692
negative,will not let me reuse my ticket. Thus I have booked my vacation with Delta! Never flying on American again......,0
negative,now hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks,0.7712
negative,Need to hold or get a call back. Just get hung up on by your phone system for + hours now.,0
negative,"she was rude, unprofessional, not helpful in helping me try and get home. As a aa customer dissatisfied!",-0.9083
negative,work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.,-0.5719
positive,thank you for the assistance,0.3612
negative,"Hello, question, How many balloons do you think it will take to life up one of your planes?",0
negative,need know if Ill be able to reach IND today.Rather stay in MAF that fly to DFW &amp; find out I can not travel,-0.4019
negative,"I am trying my hardest to not get frustrated, but I am getting no response on email or by phone. AA owes me $ . How do I claim",-0.2292
negative,hi there flight from Dallas just Cancelled Flightled going to LA. Can u pls help rebook me?,0.25
negative,nd time in days that my flight has been delayed and my gate agent has not said anything! Thanks for the memories.,-0.5571
neutral,Thanks for doing that but now it is telling me to go to the airport and check in with an agent-what is up?,0.2382
neutral,what is the best number to use?,0.6705
negative,have been in call cue for hours. No call yet. Wife in cue for hours. Got a call but was hung up on.,-0.15310000000000001
negative,been on the phone for minutes...said it would be ... Any advice?,0
positive,"Chicago seen from seat A, AA . So far a great ride! On to PDX!",0.7138
negative,I do not believe it is acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that is standard.,0.3182
negative,"I need to complain to AA, but the email form field does not allow enough characters for my complaint. Have a real email address?",-0.6756
negative,our flight AA is delayed out of Providenciales and will be missing our connection AA in Miami to SEA. Who do we call?,-0.4767
negative,"here is the ticket they gave me after lying, raising their voice. With no explanation on what happened",-0.6808
negative,we did check before going to de airport and everything was fine.,0.2023
negative,attached original ticket. flight number was . is not the experience I thought I would have. Terrible!,-0.2003
neutral,I had booked online but unable to Cancelled Flight online. But finally got thru.,-0.3612
positive,Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!,0.7934
negative,on Feb. th your rep gave me the record locator and told me I would be receiving an email with the itinerary and confirmation.,0
negative,This entire process took sooooo long that no decent seats are left.,-0.296
neutral,our flight attendant announced that we have transportation waiting for us for that flight so I think we will make it.,0
negative,been on hold to reserve award travel for over . hrs now. Anyone home?? Or is it a crazy weather issue?,0.3899
negative,We do not mind the fee! We were told we can not change name on ticket at all.,0
positive,Thank you!!!! I will be there to pick her up on time.,0.5673
negative,"the original receipt lists my flight cost as $ ish, and does not reflect the use of a voucher",0.3182
neutral,so whats the hold up on flight ?,0
positive,"Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion.",-0.6973
negative,Least you could do would be to refund me the one-way ticket I had to buy since you were not able to accommodate. Thank you.,0.3612
negative,"After being patient about my ""delayed"" bags for weeks, I was told that it could take another to weeks. Unacceptable!",-0.636
negative,I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.,-0.3313
negative,"flt , sorry scheduled at , phl-mia, a totally chaotic, poorly addressed event. Sent to three gates in the night",-0.5849
negative,Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive),0.3182
negative,"Not okay. Since you could not put me on an earlier flight, I had to buy my own ticket on another airline.",-0.1695
negative,"Heard back at : am today, was put on flight tomorrow AM, arriving home at pm. Meaning I would have to take a nd day off work.",0
negative,"been airport hrs been told nothing by anyone until now your rep has said ""we are waiting for the mechanics to finish lunch""!",0
neutral,"Considering it was past midnight, I hung up and called again to receive another service call.",0
neutral,can I redeem AAdavantage miles on LAN flights?,0
negative,I have tried no less than times today to get in touch with your service desk beginning at : EST. I am having no luck -help!,-0.7375
negative,"Was put on hold for . hrs then got a call back at : pm, only to wait on hold for another hour.",0
negative,You lost a customer today. Flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.,-0.5106
negative,"Just called regarding my bag, came in yesterday and no one notified more or updated the online record locator",-0.296
negative,to realize your customer service leaves much to be desired and the folks handling the calls could care less...and it shows.,0.6486
negative,unacceptable. it is clear losing just one customer does not matter to American but how many more bankruptcies will it take,-0.2586
negative,will do on another airline that is more accommodating of its customers. Unable to simply change passengers with notice is simply,0
neutral,is there a probability that flight from DFW to DTW will be delayed or Cancelled Flighted?,-0.4404
neutral,"Uhmmm we need down in Dallas,Tx for his tour d<<",0
negative,is there a way to reserve my dogas flight without speaking with a representative? Just was booted from your helpline!,0
negative,I have been calling you for straight days and no one picks up. Sure there are storms but there are also Holler!,0.2003
negative,"Can you tell me where my luggage is? I was on flight SNA to DFW and my flight to MKE was Cancelled Flightled, so got rebooked to ORD",-0.25
negative,it is GTSVYB. It says it is Cancelled Flightled when I try to check.,-0.25
positive,thank you. They are processing my refund.,0.3612
negative,"that is good, I would expect that but I can not get through on the phone to make any changes. Can I change it online?",0.2382
negative,"; US /Feb . Unprofessional, unprepared, unsympathetic, lacked communication, and lacked solutions.",-0.3818
positive,"Thanks for asking On second plane after maintenance issue, for flight from ORD to LIT. Sitting at gate in very very warm plane",0.6566
negative,"hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet""",0.5399
negative,Trying for hrs to reach agent. Must make change that can not be done on web by : PST. Had to Cancelled Flight revs ystday.,-0.2263
negative,"Oh, and losing my luggage # angrybird # where ismybag",-0.3818
positive,great job and great service in and out of SDF this weekend during the winter storm.,0.8481
negative,please get it together and find my husbands luggage! you are ruining his ski trip to Aspen! rd day no luggage.,-0.3578
negative,"but do not you worry... took good care of me... Your loss, their gain.",0.9314
positive,welcome anyone who works in those conditions deserves a thank you even though I am other side of lol xx,0.8074
neutral,could you check if there is SWU (typo in last post) space on AA MXP-JFK Feb th? Thanks,0.4404
neutral,could you check if there is SVU space on AA MXP-JFK Feb th? Thanks,0.4404
positive,"Thanks gang! Mind if I ask, do you handle all of your Social Media in house?",0.4926
negative,sure is. what is more frustrating is being stranded at the airport with our fate in your hands.,-0.2247
negative,thanks for telling me my flight got Cancelled Flightled when it was not. Now I have a missing luggage because of you. Thanks fam!,0.4389
positive,yes I have. Thanks,0.6808
negative,min still on hold to chg award travel,0.5423
negative,Your people on the phone can not see those? And to have it be over $ difference. that is a poor process then...,-0.4767
positive,i got a new reservation for tomorrow. Thanks!,0.4926
neutral,"I have a couple questions for you, if youare available for PM?",0
neutral,Is my friends flight from JAX to DFW Cancelled Flighted?,0.2732
negative,still not taking calls ? Storm ended days ago. Be like pats and,0.3612
positive,"$ dollar RT ticket to Chicago? Yes, Please!",0.6476
positive,let us all have a extraordinary week and make it a year to remember thanks so much American Airlines!!!,0.5826
negative,"you expect us to spend our hard earn $ to fly and make exceptions when you have extra call volume, however, you never make acpt",-0.1027
neutral,"but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she could not.",0.8271
negative,hour and a half after landing bags are finally trickling off.,-0.0516
neutral,well you spelled my name wrong.,-0.25
negative,"hours now! No I am not patient. Why do not you have a call back feature or pay someone to answer the phone, not tweet",-0.4389
negative,please do something about boarding at DCA X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.,0.3138
negative,no standby line update online or on app either is troubling,-0.6908
negative,"No. Had to Cancelled Flight my trip. Instead of a $ future trip voucher, a $ drink coupon would have been better!",0.2942
positive,"thx, just sent the DM",0.3612
negative,Unbelievable that I cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! The system simply hangs up!,0.6776
negative,thanks to your airline I now have a ruined bag and you refuse to do anything about it.,-0.34
negative,open kiosks for priority with no line and only open for main check in for ~ - ppl,-0.296
negative,I have the app - after my nonsense flight Cancelled Flightation yesterday I was not able to use the app or kiosk today. Hour long line.,-0.5719
negative,Thank u! Did reach out to both and have not had a response yet. Lost and Found goes straight to VM.,0.3595
negative,"""bag has not yet been located"". Again, th time I have checked it. How can tracking my bag be this hard for your system?",-0.128
negative,FYI...call stilling getting dropped. After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,-0.725
negative,next time fly Southwest...,0
negative,Still on hold. Way to suck.,-0.4404
positive,Kudos to the crew of Flt today. Specially to Carlton. Loved your new - . Keep up the good work AA!,0.8858
negative,are flights leaving Dallas right now? In Maui trying to figure out how delayed flight is going to be,-0.2263
negative,ask your new colleagues how they handled US on Feb. I expect to be made whole again. Check complaint inbox.,-0.296
negative,get me outta here,0
negative,just tried calling. got a high call volume at this moment message and then it said goodbye and hung upa,0
negative,really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions,0.8104
negative,do not they already know ? is not everyone sharing how nasty the food is? it is not even close to decent.,-0.7424
positive,Thank you. it is much appreciated. We have been on the plane for min now at the gate.,0.7003
negative,did you guys get rid of the functionality on to put a reservation on hold for hours? i do not see it,0
negative,"On hold since am. When no one can get to the airport, Cancelled Flight flight, do not make us pay huge fee to change flight.",-0.1541
positive,All of the nicest people in the world work at Admiral's clubs. Gladys in San Juan es mi Amiga,0.4939
neutral,due to road conditions,0
neutral,I was going to change it to tomorrow because I am concerned if the fllight does make I will not be able to leave the airport /,-0.0516
positive,"I love very much your planes, can you please follow me back? it is an amazing bussines!",0.8908
negative,"so if your genuine, give me your opinion on what occurred last night fly from phl, to mia. No assistance at airport",-0.5267
negative,How can I get a flight change while in the air? Delays causing a missed connection again. There is seat for Late Flightr,-0.296
negative,I think weeks of waiting is more than enough time for you to contact me. This is why you lose customers,-0.4019
negative,"Way to suck at customer service, Dallas is trapped in an ice storm but you did not Cancelled Flight am flight &amp; been on hold all day.",-0.2593
negative,umm unexpected?? Unexpected meaning you guys did not know you had a major staff shortage ??,-0.5004
negative,Also do you have any way to speak to someone on the phone? Your - # has been hanging up on me all day.,0
positive,SFO. Natt (the agent who helped me) really did an awesome job.,0.6557
negative,I paid seat upgrade b the severe weather. Got booked on another flight but did not get upgrade. Was calling to inquire. HELP!,0.63
positive,well Done all of you xx,0.2732
positive,"Thanks. Having issues checking in for flight, please check our DM convo for more info.",0.6369
negative,You do not care about keeping your customers safe or at least you did not care about my sister,-0.3304
negative,maybe you should stop tweeting and start calling. Or make it available for people to wait on-hold instead of hanging up on us.,-0.296
negative,"that is not the point. Say its $ at the counter when I clearly see $ on your site? AA agent was a loss words, too",0.1027
negative,When will callers from the East Coast be able to speak to an actual human for reservation support? All agents busy call Late Flightr..,0.4019
positive,My father loved working for you as well as PanAm,0.7184
negative,EWR - DFW is now stopping BNA to refuel bad weather? Are YOU just trying to get the plane closer DFW then Cancelled Flight on us?,-0.755
negative,"is there something wrong with the website? no matter what flight I select, it says it is no longer available.",-0.6569
negative,now you are sending a gate agent to talk to us? Joke of an airline. Thanks for ruining my vacation.,0.4767
positive,CXL flight. rebooked PAX no problems. Thank you and everyone at AA for helping us all out!,0.3899
negative,we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,-0.6249
neutral,I wrote down the evoucher number. I got rid of the voucher when I purchased air fair,0.3818
negative,Only fluctuated because aa took hrs to call me back.Ended up paying (extra) in $US so above statement not true,-0.3252
neutral,"When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!",0
neutral,"Hahaha.... ""Meanwhile in Russia....""",0.5574
positive,thanks for keeping us safe,0.7003
negative,There was no one from at the event Lots of info available of,-0.296
neutral,"is that the ""record locator""?",0
negative,you keep returning my call and hanging up when I answer? Help reFlight Booking Problems a flight!,0
negative,been calling for over hrs now and getting no where but told to call back by the automated system is extremely frustrating,-0.7086
negative,just sad that even after spending so much on tickets all I wanted was for my wife to still go with her sister and no help,-0.6551
negative,you can help by now finding my baggage!! Reply to me ASAP with who I can direct details to.,0.508
neutral,no. Prebook flight for wife's th bday in NO. I recently have had surgery and can not travel. will not let another go in my place,0
negative,"hrs Late Flightr i get a call back, and immediately disconnected",0
positive,"My pleasure, next AA flight - this Wednesday to Milan, Italy for -- See you then! :)",0.7901
negative,your team rebooked my Cancelled Flightled AA flight on a different airline. New airline has no such Flight Booking Problems. Flight is this evening.,-0.7096
negative,why have I been on hold for almost hours? This is ridiculous,-0.3612
negative,I do not like making a scene but this has not been addressed properly. Please have them do that.,0.3389
positive,THANK YOU FOR ALL THE HELP! :P You guys are the best.,0.9312
negative,Hello any one out there ? have you forgotten me ? I need a luggage # for BA. Your dropping the ball here .,-0.3094
negative,am on hold for the nd time today. Need help with confirming the new flights you arranged for me. Can you expedite this?,0.4019
negative,served the nastiest food Ive ever seen yesterday.Rubber chicken in slime. The ENTIRE cabin sent their food back.FAs can confirm,-0.5267
negative,terrible response! How about someone picking up the phone and calling me...It is now Hours with no luggage,-0.68
negative,how can I when system always hangs up on me?,0
positive,exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!,0.4199
negative,"in line at SFO. Customer service is rude, disorganized, and congested. Very dissapointing.",-0.6369
negative,HELP! Attempting to Cancelled Flight a flight but can not get thru number. Call gets dropped when saying Agent. flight is / .,0.1718
neutral,okay. I just sent it.,0.2263
negative,do not bother trying to get anywhere with their customer service team either as take + months and counting to reply,0.2584
negative,"seriously, you treat your passengers like shit.",-0.0258
negative,minutes since landing - flight from Miami and no luggage- what is the delay,-0.5423
negative,"got it, so it is just paying extra not to sit in the way back. Awesome. Never again.",0.6249
negative,"Define ""sincerely"". Your actions do not reflect what you are saying in a poor attempt to redeem yourselves on social media.",0
neutral,"I would like to explore both options, and what the cost might be to change the date and destination.",0.3612
neutral,"The view of Oregon from seat F, flight AA / /",0
positive,"will award me , air miles!!! Yes I am going to take a vacation!",0.811
negative,"follows the Talent PM of porn site New ""Economy Dungeon"" class coming?",0.4215
negative,who is the next stop after customer service.,-0.296
negative,you said this last time. It does not take weeks to reply to an email.,0
neutral,I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.,0.4019
negative,I am trying to make a reservation with a &lt; year old lap child. do not see any option online. How do I proceed with reservation?,0
negative,"min wait to get de-iced in Tulsa.Not good service.Looks like everyone will miss connections, not due to weather. Fight is on",0.296
negative,my flight is Cancelled Flightled. Can you let me know what my new flight info is?,-0.25
negative,...why would you sell seats for a hour flight with half of the legroom occupied by an escape raft?,0.1779
neutral,"Yessir RT a Good morning, Rob. we are showing the flight to sunny Mexico just pushed off the gate.a",0.2732
negative,My flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email,-0.128
negative,on . You botched this weather delay to the point of absurdity. I would pay more to fly @Delta,-0.4019
negative,"- I would be happy to hold on the phone, but your phone system is not allowing that and simply hangs up.",0.3291
negative,"Trying desperately to rebook my moms flight. Waited hours for callback, got disconnected and they didnat call back.",-0.3818
negative,"Thanks but do not understand why they could not have used the tug at the next gate over, ground crew took a break?",0.2382
negative,That will be the third time I have been called by - - an hung on before anyone speaks. What do I do now???,0
negative,now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!!d!,-0.5393
negative,How clueless is AA. Been waiting to hear for . weeks about a refund from a Cancelled Flightled flight &amp; been on hold now for hr min,-0.5423
positive,F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!,0.8349
negative,"No! We departed hours Late Flightr, with a crazy crew. One of the lady simply freaked out and got away from job before departure.",-0.5983
negative,do not require us to memorize a five-word phrase and remember it after we hear another six million options,0
negative,months and still no exec platinum member cards. What gives?,-0.296
negative,"For the love of all that is holy, if your automated phone system is going to give like options, give numerical shortcuts",0.7717
negative,you can tweet but not call! you are like a bad boyfriend!,-0.4738
positive,. it is really the small things--the details--that make an excellent experience or a really irritating one.,0.1045
positive,Thanks! Great stuff! I can only imagine how jammed everything is.,0.8217
negative,trying to speak with an agent about my flight to London tonight but can not get anyone from AA. Can you help?,0.54990000000000006
negative,"Oh,i already have turned itover to them, but apparently losing someones bag on their honeymoon does not require accountability",-0.5267
negative,I have been trying to reach your customer service for TWO days. I have received zero response. Never traveling AA again.,0.0258
negative,hours to get backs back after being sat on a plane for hours to have flight Cancelled Flightled with only one small drink,-0.296
negative,except you are not working with her youve done nothing to help,-0.3089
neutral,need help on a reservation. Can you follow so that I can DM details? Thanks!,0.7088
negative,you need to have a look at your handling of flight and . Company of yours size should have protocols in place to help,0.4019
negative,literally just stopped allowing people to wait in line for customer service. Incredible. From worst to no customer service.,-0.8166
negative,we have official complaints signed by Lima supervisor. Customer Relations pls compensate the -hour delay,-0.5719
negative,I need to rebook and I cannot get an agent. Can you help?,0.4019
negative,back in UK now no thanks to your staff that would not me or the other passengers stranded. Just laughed at us,0.1516
negative,"followed. I tried to record locator number, gave me an error code",-0.34
negative,"Well if you will not let me handle my reservation/change online, &amp; your Reservation call # hangs up on me wtf do I do?? Bullshit.",-0.782
positive,"Yay, thanks! Appreciate the help, I know it is NUTS right now with the cold and ice!",0.8501
negative,received an email requesting I call about a res. but I keep getting kicked off of your phone system. Help?,0.54990000000000006
neutral,need help changing a flight. Please dm,0.61240000000000006
negative,flight Cancelled Flightled and was trying to reschedule but number just says to call back,-0.0129
neutral,Will my us air points now be combined with yours?,0
negative,"and feel free to email me mikehertz - do not worry, we are not going anywhere but this damn Tarmac for a bit!",-0.3872
neutral,research buddy. Read my previous tweets and get some context.,0
negative,you have said the same thing to me over and over again but phrased differently. How about some actual help?,0.54990000000000006
negative,because your plane's toilet was not working and they needed gas. This is flight leaving Dulles going to LAX. Do some...,0
negative,you are not finding it bc rebooked us on your airline when they realized they could not get us home - and we are at ORD,0
neutral,is and on time or Cancelled Flightled?,-0.25
negative,boarded flight at : am. Now : . Still sitting on runway. Lots o fun,0.5106
negative,Funny you should say that. I have been monitoring since January st. No change in availability.,0.1779
neutral,would it be possible to change my flight on your website? Many thanks,0.4404
negative,flight home Cancelled Flightled today. Any way we can get another flight to NYC from Texas? hour wait for a call back from airline,-0.25
negative,I totally agree. You get the automatic phone attendent that goes NO WHERE and hangs up. Lousy service!,-0.6036
neutral,this receipt does not show the evoucher value nor does it mention having used an evoucher,0.34
negative,I have been trying to call your reservations desk for past hours and can not get through. This is not what I expected.,0
negative,customer service is terrible.Been waiting weeks for a reply to an email. Not helpful at all and keep brushing off problems!,-0.6513
negative,it is taken care of already. I have come to expect this level of horrible service from you time and time again,-0.0772
negative,why am I not being given a callback option??! Why has this service been turned off?,0
negative,"I was flying today to MTY Mex at : am but still appear Cancelled Flight, Where can i talk for another flight?",-0.3612
negative,"You did not call, did you. Try it, and then you will understand. it is not possible to reach an agent,I do not know what else to do",-0.0191
negative,"Ok. We will probably Cancelled Flight our flights then, take a refund, and get home another way. Wednesday will not work for us.",-0.25
neutral,that is what I am hoping for,0.4215
negative,"Also, I have to wait more than hours before I can speak to someone on the phone? I can not wait hours. :(",0.3412
negative,make that hours now,0
positive,"me too. Despite the chaos, I am still grateful for a flight home ai",0.7182
negative,How am I supposed to Cancelled Flight it if I can not do it online? I do not want to lose all the funds on the ticket. HELP!!! :(,0.3496
negative,poor customer service is just unacceptable.. Also how bout the surfer on the front of your website.,-0.7269
negative,I need HELP! I am trying to Cancelled Flight a flight before it takes off but I can not get a hold of ANYONE because all lines are busy.,0.252
positive,it is always nice coming home but I wish you would fly LAX-MAD and keep me away from Iberia dai,0.6652
negative,Trying to Cancelled Flight fligt O'Hare to Dallas : pm. High call volume no one answer. Online no confirmation.,-0.6597
negative,No I was not given the choice by the rep Meelan (UK AA Contact Center) to escaLate Flight to a supervisor and had to book with change,-0.296
negative,"Retrain in Customer Service first, make proper adjustments when Cancelled Flightling flights. Own up to your Mistakes.",-0.5423
negative,wish you had a better mobile app. You should look at the app from as it is much more seemless to check in,0.6808
negative,delayed flight six hours. Missed international connection= extra night in a hotel and still have to pay for a lb surfboardbag,-0.5423
negative,"no vouchers Cancelled Flighted flight due weather. Today's issue, broken tire. No vouchers cause tire was broken by weather.",-0.8343
negative,worst airline! You Cancelled Flight our flight and do not even let us know even though we are traveling with children.,-0.75
negative,"long mait. Repair wait at gate - Capt Said ""paperwork formality""- forced to check bag rudely-returning CC reader does not work",-0.4588
negative,One hour to check in is minutes too long. MIA FAIL.,-0.8001
negative,thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $,0.8625
positive,"thanks! a response is better than nothing at all {ahem,",0.7263
negative,I can not get through to a customer rep to help me out. This is the only option I have got.,0.4019
positive,those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!,0.785
negative,She could even see that I had tried to make the transaction but would not offer me the price I would tried to purchase it at.,0
negative,"""ma'am if you have a complaint you should visit our customer service desk"" {sees line ~ people deep}",-0.296
negative,we will have time and they are not doing a damn thing. I am the guy in the winter hat and frowny face,0.3089
negative,"So much for Status, EP and . million miles. Revenue First class ticket and Im sitting in Coach thanks your rude CS staff",-0.0258
